CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,RiskSegment,ProductEngagement,FinancialStabilityScore
518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0,Medium Risk,0.45,0.8875711751207049
686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,Medium Risk,0.7,1.3767144297781704
709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,Medium Risk,0.45,0.48996880584322794
571,France,Female,33,9,0.0,2,0,1,77519.62,0,Low Risk,0.5,0.38761267423655127
707,France,Female,31,2,82787.93,2,0,0,91423.69,0,Medium Risk,0.5,0.7871020003396633
701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,Medium Risk,0.25,0.9399925925152518
672,France,Male,34,9,0.0,2,1,0,161800.77,0,Low Risk,0.7,0.8090342696885402
620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,Medium Risk,0.45,1.0386143915529666
557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,Low Risk,0.7,0.925507199070685
648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,Medium Risk,0.45,1.334238002090261
479,France,Female,35,2,113090.4,1,1,0,195649.79,0,High Risk,0.45,1.4290281046792086
730,France,Female,22,9,65763.57,1,1,1,145792.01,0,Low Risk,0.45,0.9911001368324905
737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,High Risk,0.45,1.1929281660800823
616,France,Male,31,3,94263.91,2,1,0,168895.06,0,Medium Risk,0.7,1.2202130223707528
639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,Medium Risk,0.7,1.021763384795903
815,Spain,Female,39,6,0.0,1,1,1,85167.88,0,Medium Risk,0.45,0.42585541216349737
786,Spain,Male,31,9,0.0,2,1,1,18210.36,0,Low Risk,0.7,0.09105522367641024
549,France,Male,50,9,94748.76,2,0,1,13608.18,0,Low Risk,0.5,0.44568188525506236
622,France,Female,38,4,98640.74,1,1,1,110457.99,0,Medium Risk,0.45,0.9454613383165416
624,France,Male,26,9,74681.9,2,0,0,31231.35,0,Low Risk,0.5,0.45382092592884926
841,France,Male,34,4,0.0,2,1,0,141582.66,0,Medium Risk,0.7,0.7079399185409371
614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1,Medium Risk,0.25,0.7904218714144057
676,France,Male,30,1,128207.23,1,1,1,55400.17,0,High Risk,0.45,0.788004513918144
697,France,Male,42,9,132739.26,2,0,0,174667.65,0,Medium Risk,0.5,1.402427567421228
732,France,Female,40,10,0.0,2,1,0,154189.08,0,Low Risk,0.7,0.7709743886370126
623,France,Male,27,4,120509.81,1,0,0,142170.44,0,Medium Risk,0.25,1.1911927090370498
541,France,Male,46,4,124547.13,2,1,0,94499.06,0,Medium Risk,0.7,0.9689183201143946
773,Spain,Female,39,4,0.0,2,0,1,182081.45,0,Medium Risk,0.5,0.9104414825997458
762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1,Medium Risk,0.7,0.6968147685953093
655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,Medium Risk,0.7,0.7717554435192469
602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,Medium Risk,0.7,1.3051500192902497
850,France,Male,31,3,0.0,2,1,0,121866.87,0,Medium Risk,0.7,0.6093572618330448
649,Spain,Male,51,4,0.0,1,1,1,150390.57,0,Medium Risk,0.45,0.7519811244902809
850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1,Medium Risk,0.45,0.8933251071754036
543,France,Male,43,9,0.0,2,1,1,78858.07,0,Low Risk,0.7,0.3943051758746129
672,France,Male,52,8,170008.84,1,0,0,56407.42,1,Medium Risk,0.25,0.9596488776451217
600,France,Female,27,3,0.0,2,0,1,125698.97,0,Medium Risk,0.5,0.6285184822949342
671,Spain,Female,34,10,0.0,1,1,0,23235.38,0,Low Risk,0.45,0.11618126841569243
706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0,Low Risk,0.45,0.7588570192733836
541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,Low Risk,0.7,1.2595419202516496
711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0,Medium Risk,0.7,0.7468513677709042
630,Spain,Male,30,3,0.0,2,0,1,10486.69,0,Medium Risk,0.5,0.052435421571851104
531,France,Male,31,3,96288.26,1,1,0,56794.73,0,Medium Risk,0.45,0.6677587120637106
641,France,Female,26,4,91547.84,2,0,1,28157.34,0,Medium Risk,0.5,0.5056725713871894
631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,Medium Risk,0.5,1.3133336919326228
685,France,Male,35,9,0.0,1,1,0,167033.83,0,Low Risk,0.45,0.835200553540813
702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0,Low Risk,0.45,0.9160794253120601
708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1,High Risk,0.45,1.3818085645764995
653,Spain,Male,55,7,0.0,2,1,1,41967.03,0,Low Risk,0.7,0.20984304009830768
654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,High Risk,0.5,1.5118934101797428
596,France,Female,33,1,138162.81,1,1,0,85412.54,0,High Risk,0.45,0.9777517824158956
549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0,Medium Risk,0.7,0.6548679086986146
754,France,Male,38,2,0.0,2,1,0,180698.32,0,Medium Risk,0.7,0.9035255725615283
815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0,Medium Risk,0.45,1.2190922669101285
556,France,Female,52,9,0.0,1,1,0,175149.2,1,Low Risk,0.45,0.8757789292877413
706,France,Male,32,6,94486.47,1,1,1,146949.74,0,Medium Risk,0.45,1.111369349880362
850,France,Male,46,9,117640.39,1,1,0,88920.68,0,Medium Risk,0.45,0.9134973020744257
732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0,Medium Risk,0.45,0.6694250459531162
614,France,Male,40,6,0.0,1,1,1,20339.79,1,Medium Risk,0.45,0.10170277402430332
580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,High Risk,0.25,1.087989060609802
593,France,Female,46,7,98752.51,1,1,0,145560.38,0,Medium Risk,0.45,1.1214253674906316
653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,High Risk,0.95,1.6276233012450625
746,France,Female,29,4,105599.67,1,1,1,43106.17,0,Medium Risk,0.45,0.6364256577067033
662,France,Female,29,10,0.0,2,1,0,137508.31,0,Low Risk,0.7,0.6875674025343352
573,France,Male,31,2,0.0,2,1,1,91957.39,0,Medium Risk,0.7,0.4598042386393728
684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0,Medium Risk,0.45,1.1599782584901246
793,France,Female,41,3,141806.46,1,1,0,102921.17,0,High Risk,0.45,1.0798206543647426
798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1,Medium Risk,0.45,0.6868261254767104
524,France,Male,40,2,180516.9,1,1,0,180002.42,0,High Risk,0.45,1.6195288999276887
816,France,Male,31,8,0.0,2,1,1,28407.4,0,Low Risk,0.7,0.14204234079201378
742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1,Medium Risk,0.25,0.7386277016605317
540,France,Male,22,4,0.0,3,1,1,186233.26,1,Medium Risk,0.95,0.9312013131693752
537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1,High Risk,0.45,0.6979503452147112
759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,Medium Risk,0.45,0.7550577841106914
774,France,Female,52,2,56580.93,1,1,0,113266.28,1,Medium Risk,0.45,0.791866288846837
608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0,Medium Risk,0.7,0.8795855786247206
704,Spain,Male,37,4,0.0,2,0,0,25684.93,0,Medium Risk,0.5,0.12842947894840845
581,France,Male,41,8,0.0,2,0,0,29737.14,0,Low Risk,0.5,0.1486912907925338
628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1,High Risk,0.45,1.1376927017741274
566,France,Female,42,6,0.0,1,1,0,180702.12,1,Medium Risk,0.45,0.903544573275955
701,Spain,Male,59,7,0.0,2,0,1,27597.59,0,Low Risk,0.5,0.13799313854200917
735,Spain,Male,29,10,0.0,2,1,1,95025.27,0,Low Risk,0.7,0.4751442154224999
680,France,Female,34,1,0.0,2,1,0,167035.07,0,Medium Risk,0.7,0.8352067537739419
560,France,Male,57,0,0.0,2,0,1,116781.71,0,Medium Risk,0.5,0.5839305057870176
663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0,Medium Risk,0.5,0.5152459614335143
665,France,Female,34,5,67816.72,1,1,1,29641.58,0,Medium Risk,0.45,0.4185093527194862
758,France,Male,51,8,81710.46,1,1,1,116520.07,0,Low Risk,0.45,0.9082941658568986
621,France,Male,26,2,75237.54,1,0,1,44220.4,0,Medium Risk,0.25,0.5209832223060087
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,Medium Risk,0.45,1.3252896001130265
537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1,Medium Risk,0.25,1.1057830654489766
589,France,Female,46,10,107238.85,2,1,0,37024.28,0,Medium Risk,0.7,0.6125483144816539
555,France,Male,24,5,0.0,2,1,0,27513.47,0,Medium Risk,0.7,0.13757252272685452
734,France,Female,29,0,139994.66,1,1,0,17744.72,0,High Risk,0.45,0.6467011319507102
783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0,Medium Risk,0.45,0.525211173407813
678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1,High Risk,0.25,1.129530083928254
661,France,Male,47,5,0.0,1,0,1,107243.31,1,Medium Risk,0.25,0.53623671250039
607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,Medium Risk,0.25,1.0593955669189727
537,Spain,Female,38,1,0.0,2,0,1,41233.97,0,Medium Risk,0.5,0.20617760227784565
513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,Low Risk,0.7,0.2647711553954428
576,France,Male,63,9,70655.48,1,0,0,78955.8,1,Low Risk,0.25,0.6764041187627897
660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1,High Risk,0.45,0.6478778068779465
637,France,Male,40,8,125470.81,1,1,1,174536.17,0,Medium Risk,0.45,1.3728004124023983
672,France,Female,53,9,169406.33,4,1,1,147311.47,1,Medium Risk,1.2,1.4117848049900636
629,France,Male,32,2,0.0,2,0,1,77965.44,0,Medium Risk,0.5,0.38984185805386284
583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0,Medium Risk,0.45,0.45481179171536895
763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,Low Risk,0.25,0.7858184547595796
516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,High Risk,0.5,1.1357140692797676
617,France,Female,27,4,0.0,2,0,0,190269.21,0,Medium Risk,0.5,0.9513818219565054
700,France,Male,38,9,65962.63,1,1,1,100950.48,0,Low Risk,0.45,0.7676774461658724
727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1,Medium Risk,0.45,1.1248546239765547
689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,High Risk,0.25,1.1605374038624823
626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,Medium Risk,0.7,1.6206880443837925
686,France,Male,38,6,149238.97,1,1,1,97825.23,0,Medium Risk,0.45,1.0839636175798295
351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,Medium Risk,0.45,1.498390248316423
739,France,Female,37,8,0.0,2,1,0,191557.1,1,Low Risk,0.7,0.9578215140889297
627,France,Male,32,10,0.0,2,1,0,103287.62,0,Low Risk,0.7,0.516457518802707
451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0,Low Risk,0.45,1.0827743721657968
512,France,Female,41,8,145150.28,1,1,0,64869.32,1,Medium Risk,0.45,0.9028816535179
774,France,Female,41,5,126670.37,1,1,0,102426.06,0,Medium Risk,0.45,1.0170173698864011
652,France,Female,40,8,84390.8,2,0,1,107876.2,0,Low Risk,0.5,0.875756173627857
638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0,Medium Risk,0.7,0.5441121134732616
475,France,Female,57,1,0.0,2,1,0,89248.99,0,Medium Risk,0.7,0.446261729441027
567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0,Medium Risk,0.25,0.9327021139917073
750,France,Male,37,3,0.0,2,1,0,16870.2,0,Medium Risk,0.7,0.08435417171685655
850,France,Male,39,6,96863.13,1,1,1,121681.19,0,Medium Risk,0.45,0.9944944601855883
753,France,Female,38,6,142263.45,1,0,1,33730.43,0,Medium Risk,0.25,0.7356753628315988
683,Spain,Female,36,7,0.0,2,1,0,104786.59,0,Low Risk,0.7,0.5239526506196632
710,France,Female,32,3,0.0,1,1,0,94790.34,0,Medium Risk,0.45,0.4739695212539991
645,Spain,Female,21,1,0.0,2,0,0,28726.07,0,Medium Risk,0.5,0.14363575070422646
714,France,Male,28,6,122724.37,1,1,1,67057.27,0,Medium Risk,0.45,0.8244392691499025
696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0,Medium Risk,0.45,1.042517026141606
612,Spain,Female,26,4,0.0,2,1,1,179780.74,0,Medium Risk,0.7,0.8989375000500018
520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1,High Risk,0.45,1.3519937093228709
782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0,Medium Risk,0.45,1.1037701289898354
666,France,Male,46,5,123873.19,1,1,1,177844.06,0,Medium Risk,0.45,1.382972879039568
466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,High Risk,0.95,1.4342857536766074
567,France,Female,45,4,0.0,2,0,1,121053.19,0,Medium Risk,0.5,0.6052887088554529
613,France,Male,20,3,0.0,2,1,1,149613.77,0,Medium Risk,0.7,0.7480969784463894
718,France,Male,37,8,0.0,2,1,1,142.81,0,Low Risk,0.7,0.0007140768492895332
614,France,Female,37,8,75150.34,4,0,1,131766.67,1,Low Risk,1.0,0.9583834801536378
711,France,Male,38,10,0.0,2,0,0,53311.78,0,Low Risk,0.5,0.2665689229915045
691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0,Medium Risk,0.45,0.9957173369243916
527,France,Male,32,0,0.0,1,1,0,109523.88,0,Medium Risk,0.45,0.5476399912636715
476,France,Female,32,6,111871.93,1,0,0,112132.86,0,Medium Risk,0.25,1.0065713189650138
619,Spain,Female,45,0,0.0,2,0,0,113645.4,0,Medium Risk,0.5,0.5682483661385668
607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0,Medium Risk,0.25,1.446248044407239
695,Spain,Male,44,8,0.0,2,1,1,70974.13,0,Low Risk,0.7,0.3548839936381608
653,France,Male,33,1,0.0,2,0,0,53379.52,0,Medium Risk,0.5,0.2669076357271033
677,France,Male,46,2,57037.74,1,1,1,158531.01,0,Medium Risk,0.45,1.0200191483283874
655,France,Female,50,10,0.0,4,1,0,179267.94,1,Low Risk,1.2,0.8963734036399769
625,France,Female,52,2,79468.96,1,1,1,84606.03,0,Medium Risk,0.45,0.7397840595990267
679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0,Medium Risk,0.45,0.7674556207459318
734,France,Male,51,1,118537.47,1,1,1,116912.45,0,High Risk,0.45,1.057036890329519
666,France,Male,39,10,0.0,2,1,0,102999.33,0,Low Risk,0.7,0.5150160146021491
592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0,Medium Risk,0.7,1.082856532075133
564,France,Male,40,4,0.0,1,1,0,85455.62,1,Medium Risk,0.45,0.42729416626065136
814,France,Female,36,6,0.0,2,1,1,98657.01,0,Medium Risk,0.7,0.49330359821529285
592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0,High Risk,0.7,0.9570753621009418
758,France,Female,50,2,95813.76,3,1,1,67944.09,1,Medium Risk,0.95,0.7216164021153761
612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,High Risk,0.7,1.6302114673031585
498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1,Medium Risk,0.45,1.344619117619737
638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0,Medium Risk,0.7,1.163695753195815
558,France,Male,35,1,0.0,2,0,0,111687.57,0,Medium Risk,0.5,0.5584588480526868
756,France,Female,24,1,0.0,2,1,0,184182.25,0,Medium Risk,0.7,0.9209458775649964
782,Spain,Male,52,4,0.0,1,1,1,52759.82,1,Medium Risk,0.45,0.26380901921912264
505,France,Male,34,10,104498.79,1,0,1,126451.14,0,Medium Risk,0.25,1.0487784195551089
671,Spain,Female,29,6,0.0,2,0,0,12048.67,0,Medium Risk,0.5,0.06024561523513284
801,France,Male,42,6,0.0,2,1,1,95804.33,0,Medium Risk,0.7,0.4790396618912871
604,France,Male,26,8,149542.52,2,0,1,197911.52,0,Medium Risk,0.5,1.5856237382795777
716,France,Female,29,10,87946.39,1,1,1,182531.74,0,Low Risk,0.45,1.2632193604432418
624,France,Female,45,3,68639.57,1,1,0,168002.31,1,Medium Risk,0.45,1.1136186339447445
607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0,Medium Risk,0.45,0.9904423713459651
827,France,Female,60,2,0.0,2,0,1,60615.83,0,Medium Risk,0.5,0.3030905462045373
606,France,Male,61,5,108166.09,2,0,1,8643.21,0,Medium Risk,0.5,0.47433331241330595
717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0,Medium Risk,0.45,1.2722768809949099
651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1,High Risk,0.5,1.409314437533315
691,France,Male,58,3,0.0,1,0,1,194930.3,1,Medium Risk,0.25,0.974688148274375
573,France,Female,33,0,90124.64,1,1,0,137476.71,0,Medium Risk,0.45,1.0466175515856435
723,Spain,Male,38,6,0.0,2,1,1,94415.6,0,Medium Risk,0.7,0.4720957508002301
584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1,Medium Risk,0.7,0.950100226218642
550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1,Medium Risk,0.25,0.9315728272106552
611,France,Female,61,3,131583.59,4,0,1,66238.23,1,High Risk,1.0,0.8556539488121185
549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1,Low Risk,0.95,1.037300404273052
850,Spain,Female,24,1,0.0,2,0,1,69052.87,0,Medium Risk,0.5,0.34527733242769926
668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,Medium Risk,0.5,0.6037360946031327
686,France,Female,43,0,0.0,1,1,1,170072.9,0,Medium Risk,0.45,0.8503964749074564
660,France,Male,50,1,0.0,3,1,1,191849.15,1,Medium Risk,0.95,0.9592818189963942
682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,High Risk,0.25,0.9129240373634016
524,France,Male,50,4,0.0,2,1,1,31840.59,1,Medium Risk,0.7,0.15920893625600321
645,France,Female,36,8,0.0,2,1,1,12096.61,1,Low Risk,0.7,0.06048532424819173
850,France,Male,42,0,0.0,2,1,0,44165.84,0,Medium Risk,0.7,0.2208375034901312
537,France,Female,53,3,0.0,1,1,1,91406.62,0,Medium Risk,0.45,0.4570502850907194
599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0,Low Risk,0.7,0.7422276732872699
727,Spain,Male,71,8,0.0,1,1,1,198446.91,1,Low Risk,0.45,0.9922718594219142
756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0,High Risk,0.25,0.6162082791132616
755,France,Male,38,9,148912.44,1,1,0,80416.16,0,Medium Risk,0.45,0.9956135498096368
634,Spain,Female,41,4,0.0,2,1,1,164549.74,0,Medium Risk,0.7,0.8227796365143328
837,France,Male,26,4,89900.24,2,1,0,175477.03,0,Medium Risk,0.7,1.2357319088746566
727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0,Medium Risk,0.7,1.1639485137010066
567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0,High Risk,0.7,0.8883817928940554
650,Spain,Female,30,6,0.0,1,0,0,67997.13,1,Medium Risk,0.25,0.3399984339411162
655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0,High Risk,0.45,0.710267240775319
763,France,Female,58,9,187911.55,1,0,1,35825.18,0,Medium Risk,0.25,0.9280883169548537
843,France,Female,27,5,0.0,2,1,1,67494.23,0,Medium Risk,0.7,0.3374838393923611
667,France,Female,38,6,144432.04,1,1,1,73963.17,1,Medium Risk,0.45,0.9454899369895895
705,France,Female,50,4,77065.9,2,0,1,145159.26,0,Medium Risk,0.5,1.0329837610583907
660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,Medium Risk,0.45,1.338772654446792
553,France,Male,42,1,0.0,2,0,0,23822.04,0,Medium Risk,0.5,0.11911467871191957
612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,Medium Risk,0.45,0.7469974346796155
641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,High Risk,0.45,1.2376662767489104
513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,Medium Risk,0.45,1.1181192748180275
680,France,Male,44,7,108724.98,1,0,1,72330.46,0,Medium Risk,0.25,0.7950090938769394
711,France,Male,58,9,91285.13,2,1,1,26767.85,0,Low Risk,0.7,0.49767778163622844
689,Spain,Male,40,2,0.0,2,1,1,164768.82,0,Medium Risk,0.7,0.8238750777029217
665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1,Medium Risk,0.5,0.4464219288505346
551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1,Medium Risk,0.45,1.2939355079833224
645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0,Medium Risk,0.7,0.4587243118251563
616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0,Medium Risk,0.45,1.2988933675856362
582,France,Female,32,1,116409.55,1,0,1,152790.92,0,High Risk,0.25,1.2279547733037974
365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1,High Risk,0.45,0.9169155904256779
697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1,Medium Risk,0.45,0.5654073852597923
704,France,Male,31,0,0.0,2,1,0,183038.33,0,Medium Risk,0.7,0.9152260624999499
656,France,Female,46,5,113402.14,2,1,1,138849.06,0,Medium Risk,0.7,1.1462562722456946
712,France,Female,31,7,0.0,2,1,0,170333.38,0,Low Risk,0.7,0.8516989238795378
748,France,Male,40,0,0.0,1,0,0,60416.76,0,Medium Risk,0.25,0.30209515877797005
724,France,Male,28,9,0.0,2,1,1,100240.2,0,Low Risk,0.7,0.5012198458662045
691,France,Male,50,6,136953.47,1,1,1,2704.98,0,Medium Risk,0.45,0.5593783881456009
563,France,Male,33,8,0.0,2,0,1,68815.05,0,Low Risk,0.5,0.34408818771585814
741,France,Male,32,5,0.0,1,1,1,64839.23,0,Medium Risk,0.45,0.3242083402335928
778,France,Male,44,8,123863.64,1,1,0,144494.94,0,Medium Risk,0.45,1.2161829459062043
848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,Medium Risk,0.45,1.4091043520618007
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0,High Risk,0.45,0.871886109577935
505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0,Medium Risk,0.7,0.9661323643061708
692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0,Medium Risk,0.5,1.2006554631456927
537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1,Medium Risk,0.45,0.492477563610185
633,France,Male,29,10,130206.28,1,1,0,184654.87,0,Medium Risk,0.45,1.442269892308412
833,France,Female,28,4,136674.51,2,0,0,5278.78,0,Medium Risk,0.5,0.5711360261887509
592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,High Risk,0.45,1.3646665230545816
587,Spain,Male,48,1,0.0,2,1,1,8908.0,0,Medium Risk,0.7,0.04454167476697123
550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,Low Risk,0.25,0.6450169935276796
680,France,Female,24,10,0.0,3,1,0,154971.63,1,Low Risk,0.95,0.7748872857619447
622,Spain,Female,41,9,0.0,2,1,1,155786.39,0,Low Risk,0.7,0.7789612389425843
594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0,High Risk,0.7,1.2137058235088818
643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0,Medium Risk,0.25,1.5821082943535298
540,France,Male,25,5,116160.23,1,1,0,13411.67,0,Medium Risk,0.45,0.5300386087844166
635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0,Medium Risk,0.7,0.4719898375761904
657,France,Male,32,3,118829.03,2,1,1,73127.61,0,High Risk,0.7,0.8392665239126678
814,France,Male,31,1,118870.92,1,1,0,101704.19,0,High Risk,0.45,0.9823217567305059
600,France,Male,32,1,0.0,1,1,1,101986.16,0,Medium Risk,0.45,0.5099499741190269
682,France,Female,46,2,0.0,1,1,1,114442.66,0,Medium Risk,0.45,0.5722348160290827
682,France,Male,38,4,107192.38,1,1,1,15669.17,0,Medium Risk,0.45,0.5055835349276858
566,France,Male,42,3,108010.78,1,1,1,157486.1,0,High Risk,0.45,1.2179567296580964
550,Spain,Male,34,3,0.0,2,0,0,131281.28,0,Medium Risk,0.5,0.6564310818086759
630,France,Male,26,7,129837.72,2,0,1,197001.15,0,Medium Risk,0.5,1.5025346505400943
546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,High Risk,1.2,1.0687425501332108
486,France,Male,63,9,97009.15,1,1,1,85101.0,0,Low Risk,0.45,0.8121686221362527
762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,Medium Risk,0.5,1.2390959436048943
692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,Medium Risk,1.0,1.1472313457370205
498,France,Female,30,1,0.0,2,0,0,135795.53,0,Medium Risk,0.5,0.6790031805195875
850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,Low Risk,0.25,0.12934321330482024
603,France,Male,35,6,128993.76,2,1,0,130483.56,0,Medium Risk,0.7,1.1665704385860964
551,France,Female,36,5,0.0,1,1,0,183479.12,0,Medium Risk,0.45,0.9174300953715859
627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0,High Risk,0.7,1.1235683214880863
515,France,Female,28,9,0.0,2,0,0,94141.75,0,Low Risk,0.5,0.4707264493144942
605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0,High Risk,0.25,0.48601537320100824
567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0,Medium Risk,0.45,1.0634534403696674
568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0,High Risk,0.5,1.037968101901753
